consumer_id,product_id,segment_id,budget,price,quality_score,brand_familiarity,Q_std,afford,quality_norm,purchase_prob,purchased,satisfaction,return_prob,returned
0,laptop_macbook_pro_m4,budget_mid,1351.71,1999.0,93,0.737,-1.6110980458608033,0.6761930965482742,0.86,0.16637304257220217,0,,0.8278742307035549,
0,laptop_macbook_air_m4,budget_mid,1351.71,1099.0,87,0.737,-0.269107433196229,1.0,0.74,0.35190771050519476,1,3.175655113911165,0.13571913463729124,0.0
0,laptop_thinkpad_x1_carbon,budget_mid,1351.71,1549.0,88,0.493,-0.8114317645926368,0.8726339573918658,0.76,0.4246935035237554,0,,0.6502636774312212,
0,laptop_dell_xps_14,budget_mid,1351.71,1399.0,82,0.782,-0.45305927143789276,0.9661972837741244,0.64,0.3530099041210048,0,,0.3008400173213989,
0,laptop_hp_elitebook_845,budget_mid,1351.71,1249.0,83,0.428,-0.45877798143504284,1.0,0.66,0.14317210471949984,0,,0.5719731902633822,
0,laptop_framework_16,budget_mid,1351.71,1399.0,80,0.146,-1.5415204075621425,0.9661972837741244,0.6,0.09549682260724965,0,,0.7341540794933936,
0,laptop_asus_zenbook_14,budget_mid,1351.71,849.0,79,0.919,0.7497760646293605,1.0,0.58,0.7342959936236975,1,4.10316892233357,0.023978246650487336,0.0
0,laptop_acer_swift_go_14,budget_mid,1351.71,699.0,73,0.749,0.5029184164190453,1.0,0.46,0.6521035421961167,1,4.054510999685955,0.02636441262103137,0.0
0,laptop_lg_gram_14,budget_mid,1351.71,1299.0,81,0.396,-1.0601956494686695,1.0,0.62,0.4449555180947851,0,,0.9045191963234815,
0,laptop_system76_lemur,budget_mid,1351.71,1149.0,76,0.145,-1.8808305340597198,1.0,0.52,0.15681810250394937,0,,0.8521044031018367,
1,laptop_macbook_pro_m4,budget_high,2117.55,1999.0,93,0.869,1.8973305373908296,1.0,0.86,0.8298598166490071,1,5.0,0.004070137715896128,0.0
1,laptop_macbook_air_m4,budget_high,2117.55,1099.0,87,0.869,0.5229339014090709,1.0,0.74,0.5880365600788638,1,3.396511826499954,0.09170238950382908,0.0
1,laptop_thinkpad_x1_carbon,budget_high,2117.55,1549.0,88,0.48,0.7154638046464601,1.0,0.76,0.6484734380477523,0,,0.07560376408315982,
1,laptop_dell_xps_14,budget_high,2117.55,1399.0,82,0.499,0.1378740949342925,1.0,0.64,0.4830297562447625,0,,0.24490813027998826,
1,laptop_hp_elitebook_845,budget_high,2117.55,1249.0,83,0.676,0.8574784362423553,1.0,0.66,0.6782828362939523,0,,0.04020307575630901,
1,laptop_framework_16,budget_high,2117.55,1399.0,80,0.507,0.3999816364703419,1.0,0.6,0.4940626099649492,0,,0.13971911133439427,
1,laptop_asus_zenbook_14,budget_high,2117.55,849.0,79,0.439,-0.5645741163823211,1.0,0.58,0.4505278921543338,0,,0.20830511166015306,
1,laptop_acer_swift_go_14,budget_high,2117.55,699.0,73,0.737,-0.7523384279554185,1.0,0.46,0.42287990965823047,0,,0.5304829708021005,
1,laptop_lg_gram_14,budget_high,2117.55,1299.0,81,0.302,-0.44448120644216743,1.0,0.62,0.4940308960737233,1,2.6431724992633083,0.3129540073874679,1.0
1,laptop_system76_lemur,budget_high,2117.55,1149.0,76,0.653,0.6325425096877821,1.0,0.52,0.6391794618542442,1,3.2108382928178623,0.12767472186838122,0.0
2,laptop_macbook_pro_m4,budget_low,697.44,1999.0,93,0.383,-0.9305715561999323,0.34889444722361185,0.86,0.17004382966218187,0,,0.56429736880816,
2,laptop_macbook_air_m4,budget_low,697.44,1099.0,87,0.383,0.664948533004966,0.6346132848043676,0.74,0.43250971364511637,1,3.496075932922788,0.07641019807462136,0.0
2,laptop_thinkpad_x1_carbon,budget_low,697.44,1549.0,88,0.552,0.0006250550026875467,0.45025177533892835,0.76,0.43959008200530286,0,,0.22857233928614362,
2,laptop_dell_xps_14,budget_low,697.44,1399.0,82,0.624,-0.13090527493176576,0.49852751965689784,0.64,0.5206040072806245,0,,0.2115912640900766,
2,laptop_hp_elitebook_845,budget_low,697.44,1249.0,83,0.662,0.31801345984452223,0.5583987189751802,0.66,0.4911418824710713,1,2.7407041681907707,0.2726124283337679,0.0
2,laptop_framework_16,budget_low,697.44,1399.0,80,0.185,-1.1526481277559306,0.49852751965689784,0.6,0.11878870795519601,0,,0.7079085236654415,
2,laptop_asus_zenbook_14,budget_low,697.44,849.0,79,0.657,1.913533549049421,0.8214840989399294,0.58,0.9262129934099034,1,4.605876501944175,0.008908923632197205,0.0
2,laptop_acer_swift_go_14,budget_low,697.44,699.0,73,0.703,1.811549887433577,0.9977682403433478,0.46,0.8298962818584292,1,3.6468177512763886,0.05766907189119447,0.0
2,laptop_lg_gram_14,budget_low,697.44,1299.0,81,0.145,-0.6884794996539083,0.536905311778291,0.62,0.2895630922001716,0,,0.4693245422355509,
2,laptop_system76_lemur,budget_low,697.44,1149.0,76,0.339,-0.9162747812070567,0.6069973890339426,0.52,0.15257128115213062,0,,0.8058222122555787,
3,laptop_macbook_pro_m4,budget_low,693.49,1999.0,93,0.645,-1.1183358677730295,0.34691845922961484,0.86,0.08208897854262774,0,,0.7419512078457089,
3,laptop_macbook_air_m4,budget_low,693.49,1099.0,87,0.645,0.5724960547177056,0.6310191082802548,0.74,0.6285890012573029,0,,0.15315179706460774,
3,laptop_thinkpad_x1_carbon,budget_low,693.49,1549.0,88,0.81,-0.15759258825180014,0.44770174306003874,0.76,0.3801702808906343,0,,0.25355895027347053,
3,laptop_dell_xps_14,budget_low,693.49,1399.0,82,0.372,-1.2165070560574411,0.49570407433881347,0.64,0.07984265149922647,0,,0.8817859790011975,
3,laptop_hp_elitebook_845,budget_low,693.49,1249.0,83,0.761,-0.09182742328457295,0.5552361889511609,0.66,0.3963673766185132,1,2.7226991169335877,0.2798112153089969,0.0
3,laptop_framework_16,budget_low,693.49,1399.0,80,0.595,-0.9620244611842584,0.49570407433881347,0.6,0.09830713445641814,1,1.7251910297836395,0.7407015265098089,1.0
3,laptop_asus_zenbook_14,budget_low,693.49,849.0,79,0.465,1.0757425344669207,0.816831566548881,0.58,0.6867704694547633,1,4.503262939871055,0.010916256748676962,0.0
3,laptop_acer_swift_go_14,budget_low,693.49,699.0,73,0.517,1.0662113511383369,0.9921173104434907,0.46,0.7636861510342751,1,2.935804704791601,0.20235994654644796,0.0
3,laptop_lg_gram_14,budget_low,693.49,1299.0,81,0.536,-0.5388399213951455,0.5338645111624326,0.62,0.14774697160763792,0,,0.6973393757205713,
3,laptop_system76_lemur,budget_low,693.49,1149.0,76,0.603,-0.9353371478642241,0.6035596170583116,0.52,0.11976850392738102,0,,0.8528015337923802,
4,laptop_macbook_pro_m4,budget_low,762.44,1999.0,93,0.984,0.8269786495908878,0.38141070535267635,0.86,0.59523912202841,1,4.239186353551402,0.018372215410010183,0.0
4,laptop_macbook_air_m4,budget_low,762.44,1099.0,87,0.984,1.804878059103568,0.6937579617834395,0.74,0.8120395167377948,1,5.0,0.004070137715896128,0.0
4,laptop_thinkpad_x1_carbon,budget_low,762.44,1549.0,88,0.692,0.606808314700606,0.4922143318269852,0.76,0.41211150105656885,0,,0.016707608981754746,
4,laptop_dell_xps_14,budget_low,762.44,1399.0,82,0.484,-0.5207306730708365,0.5449892780557541,0.64,0.1595525263326293,0,,0.4992372948969678,
4,laptop_hp_elitebook_845,budget_low,762.44,1249.0,83,0.299,-0.00032806333017071083,0.6104403522818255,0.66,0.37811072176757776,1,2.706612326194133,0.28634042711665497,0.0
4,laptop_framework_16,budget_low,762.44,1399.0,80,0.299,-1.3385062026633114,0.5449892780557541,0.6,0.05828083981805927,1,1.6660043019393995,0.7627817592553544,0.0
4,laptop_asus_zenbook_14,budget_low,762.44,849.0,79,0.481,0.8841657495623897,0.8980447585394582,0.58,0.47525858312339,0,,0.01767252050368616,
4,laptop_acer_swift_go_14,budget_low,762.44,699.0,73,0.647,0.7049795029850182,1.0,0.46,0.7417724524490666,1,3.5577726295658825,0.06814463018048693,0.0
4,laptop_lg_gram_14,budget_low,762.44,1299.0,81,0.301,0.3018104481859308,0.5869438029253272,0.62,0.19512481426855488,1,2.7105256120270775,0.28474374858107665,0.0
4,laptop_system76_lemur,budget_low,762.44,1149.0,76,0.055,-1.2632098543675012,0.6635683202785031,0.52,0.04385671964117554,0,,0.8513108513548769,
5,laptop_macbook_pro_m4,budget_low,400.0,1999.0,93,0.699,0.7993382179379952,0.2001000500250125,0.86,0.3153515029929732,0,,0.05893138932272491,
5,laptop_macbook_air_m4,budget_low,400.0,1099.0,87,0.699,-0.18332678323897628,0.36396724294813465,0.74,0.23731439800989013,0,,0.0984848350170821,
5,laptop_thinkpad_x1_carbon,budget_low,400.0,1549.0,88,0.642,0.443825079781826,0.2582311168495804,0.76,0.3437788035854176,1,3.284171972044467,0.11221190958654394,0.0
5,laptop_dell_xps_14,budget_low,400.0,1399.0,82,0.813,0.2160297982286781,0.28591851322373124,0.64,0.5927930689998098,0,,0.36332716246734076,
5,laptop_hp_elitebook_845,budget_low,400.0,1249.0,83,0.746,0.538183794734804,0.32025620496397117,0.66,0.5563019701437081,1,3.5021252765795294,0.07556073713639404,0.0
5,laptop_framework_16,budget_low,400.0,1399.0,80,0.577,0.01015623833127118,0.28591851322373124,0.6,0.2989362914919843,0,,0.32251719502298754,
5,laptop_asus_zenbook_14,budget_low,400.0,849.0,79,0.609,-0.5216837914036947,0.4711425206124853,0.58,0.2661003801917523,0,,0.5556100790352569,
5,laptop_acer_swift_go_14,budget_low,400.0,699.0,73,0.609,-0.9229466095370656,0.5722460658082976,0.46,0.24940844050314312,0,,0.7448077585548145,
5,laptop_lg_gram_14,budget_low,400.0,1299.0,81,0.474,-0.5941207847009302,0.30792917628945343,0.62,0.1766803075631999,0,,0.873642771277242,
5,laptop_system76_lemur,budget_low,400.0,1149.0,76,0.286,-0.48451217642221844,0.34812880765883375,0.52,0.10726314604072136,0,,0.5545958451782315,
6,laptop_macbook_pro_m4,budget_low,957.81,1999.0,93,0.538,-2.00282968066559,0.47914457228614304,0.86,0.07680993228858952,0,,0.8499561171038794,
6,laptop_macbook_air_m4,budget_low,957.81,1099.0,87,0.538,0.35995066649029084,0.8715286624203821,0.74,0.6158620168770559,0,,0.3633678087024517,
6,laptop_thinkpad_x1_carbon,budget_low,957.81,1549.0,88,0.622,-0.5312149747322784,0.6183408650742415,0.76,0.35820633248967154,0,,0.7003138841572503,
6,laptop_dell_xps_14,budget_low,957.81,1399.0,82,0.466,-0.7523384279554185,0.684639027877055,0.64,0.13301006595728523,0,,0.6968339524519845,
