consumer_id,product_id,segment_id,budget,price,quality_score,brand_familiarity,Q_std,afford,quality_norm,purchase_prob,purchased,satisfaction,return_prob,returned
0,charger_anker_nano_67w,budget_mid,41.98,35.99,88,0.509,1.4071766562567285,1.0,0.76,0.7518023290307052,1,4.351210923364122,0.01473882126880426,0.0
0,charger_anker_prime_100w,budget_mid,41.98,59.99,91,0.509,-0.16043516670043947,0.6997832972162026,0.82,0.3329322482526077,0,,0.18260926139919118,
0,charger_apple_35w_duo,budget_mid,41.98,59.0,78,0.713,0.15952016217526802,0.7115254237288136,0.56,0.3485194415519792,1,2.399597125684736,0.42575446694302066,0.0
0,charger_samsung_45w,budget_mid,41.98,29.99,82,0.578,1.6517985875929175,1.0,0.64,0.8935143103280104,1,4.67663008197976,0.0077424835085620446,0.0
0,charger_baseus_65w,budget_mid,41.98,25.99,79,0.174,0.4354604722638404,1.0,0.58,0.5067741138392071,1,2.7995394944901153,0.24991250390167954,0.0
0,charger_voltix_65w,budget_mid,41.98,22.99,72,0.272,0.45662153898842467,1.0,0.44,0.40816383376051524,0,,0.39902194618672304,
0,charger_ugreen_100w,budget_mid,41.98,44.99,85,0.224,0.20607450896935192,0.9330962436096909,0.7,0.516185353214607,1,3.589198862854974,0.06426015518023676,0.0
0,charger_belkin_25w,budget_mid,41.98,19.99,75,0.779,1.16763338093444,1.0,0.5,0.8537956579386349,1,4.2055297618003324,0.019626373085468857,0.0
1,charger_anker_nano_67w,budget_low,22.92,35.99,88,0.701,1.4444201336919955,0.6368435676576827,0.76,0.7016798774521941,1,4.574981905508145,0.009471383089238861,0.0
1,charger_anker_prime_100w,budget_low,22.92,59.99,91,0.701,0.05794704189726569,0.3820636772795466,0.82,0.2277013781461326,0,,0.2319722012122134,
1,charger_apple_35w_duo,budget_low,22.92,59.0,78,0.525,0.4930185737547086,0.3884745762711865,0.56,0.3702135630944976,1,2.962493671109203,0.19388091611488525,0.0
1,charger_samsung_45w,budget_low,22.92,29.99,82,0.63,0.6792359609310461,0.7642547515838614,0.64,0.505246819655309,1,3.0240870351894653,0.17535014560438128,0.0
1,charger_baseus_65w,budget_low,22.92,25.99,79,0.323,1.2108019570525907,0.8818776452481725,0.58,0.6241616468308107,0,,0.05895476478859281,
1,charger_voltix_65w,budget_low,22.92,22.99,72,0.21,0.2594003971153029,0.9969551979121358,0.44,0.18261139872125898,0,,0.24386294820864546,
1,charger_ugreen_100w,budget_low,22.92,44.99,85,0.454,-1.419941858147667,0.5094465436763725,0.7,0.1118980343708015,0,,0.9058401573158407,
1,charger_belkin_25w,budget_low,22.92,19.99,75,0.727,1.1397007728579895,1.0,0.5,0.8653287373147638,0,,0.03259590635549824,
2,charger_anker_nano_67w,budget_high,51.3,35.99,88,0.507,-0.24677231893674126,1.0,0.76,0.4511823544461525,1,2.4697060558276753,0.39188106018976454,0.0
2,charger_anker_prime_100w,budget_high,51.3,59.99,91,0.507,-1.2743537190825305,0.8551425237539589,0.82,0.12832292496332692,0,,0.6260668651801774,
2,charger_apple_35w_duo,budget_high,51.3,59.0,78,0.806,-0.7207802135674183,0.8694915254237288,0.56,0.26545186929918835,0,,0.5214630002156911,
2,charger_samsung_45w,budget_high,51.3,29.99,82,0.888,0.42530316023604037,1.0,0.64,0.7666650221647388,1,3.0678812931208768,0.16304247316633275,0.0
2,charger_baseus_65w,budget_high,51.3,25.99,79,0.35,-0.8079638084727033,1.0,0.58,0.3298906270462301,0,,0.4611080642964355,
2,charger_voltix_65w,budget_high,51.3,22.99,72,0.159,-0.8976867313849386,1.0,0.44,0.15411730433316742,0,,0.7417813986220612,
2,charger_ugreen_100w,budget_high,51.3,44.99,85,0.432,-1.1440015480590942,1.0,0.7,0.20429275963034402,0,,0.7159052783553629,
2,charger_belkin_25w,budget_high,51.3,19.99,75,0.757,-0.10456995054753783,1.0,0.5,0.3549370852214831,0,,0.38429560412331004,
3,charger_anker_nano_67w,budget_high,55.88,35.99,88,0.377,0.8138203452993984,1.0,0.76,0.5471746090641226,1,3.678745474871269,0.05429538970927691,0.0
3,charger_anker_prime_100w,budget_high,55.88,59.99,91,0.377,1.3563900961177273,0.9314885814302384,0.82,0.8927261065268391,0,,0.03783836826391825,
3,charger_apple_35w_duo,budget_high,55.88,59.0,78,0.612,0.20353518096240214,0.9471186440677967,0.56,0.5028645686720065,1,2.855583362810203,0.22949467740405632,0.0
3,charger_samsung_45w,budget_high,55.88,29.99,82,0.556,-1.447028023555134,1.0,0.64,0.13483390160208744,0,,0.7895627985069582,
3,charger_baseus_65w,budget_high,55.88,25.99,79,0.318,0.25601462643936984,1.0,0.58,0.6903122889616543,0,,0.08013677561498438,
3,charger_voltix_65w,budget_high,55.88,22.99,72,0.43,-0.8282784325283038,1.0,0.44,0.42666543720905636,0,,0.8211688142308027,
3,charger_ugreen_100w,budget_high,55.88,44.99,85,0.184,1.133775674175106,1.0,0.7,0.9135763756014873,1,3.146990082730357,0.14258543647303856,0.0
3,charger_belkin_25w,budget_high,55.88,19.99,75,0.766,-1.9176501475098775,1.0,0.5,0.1124649804750181,1,1.0,0.9241418199787566,0.0
4,charger_anker_nano_67w,budget_low,15.21,35.99,88,0.44,0.3567413040483889,0.4226173937204779,0.76,0.5086883921108553,1,3.5819678487943207,0.0651352677505786,0.0
4,charger_anker_prime_100w,budget_low,15.21,59.99,91,0.44,0.5776628406530439,0.2535422570428405,0.82,0.2319779360650248,1,3.8647972224094542,0.038067094905254534,0.0
4,charger_apple_35w_duo,budget_low,15.21,59.0,78,0.859,-0.47615828223122925,0.2577966101694915,0.56,0.1572376070053093,0,,0.5798647616318965,
4,charger_samsung_45w,budget_low,15.21,29.99,82,0.709,-1.70096082425014,0.5071690563521174,0.64,0.09292745521598463,0,,0.9241418199787566,
4,charger_baseus_65w,budget_low,15.21,25.99,79,0.297,0.09772984733948355,0.5852250865717584,0.58,0.3567871885420034,1,3.1655007267944324,0.13811901477150304,0.0
4,charger_voltix_65w,budget_low,15.21,22.99,72,0.336,-0.8799114353362882,0.6615919965202263,0.44,0.10597507370140195,0,,0.824635612735196,
4,charger_ugreen_100w,budget_low,15.21,44.99,85,0.353,0.5700448566321935,0.33807512780617915,0.7,0.4199378617210239,0,,0.31710848897329047,
4,charger_belkin_25w,budget_low,15.21,19.99,75,0.695,-1.7525938270581243,0.7608804402201101,0.5,0.1331833844098735,1,1.084953597035297,0.9113388357842429,1.0
5,charger_anker_nano_67w,budget_low,20.37,35.99,88,0.57,-0.4499185594927454,0.5659905529313698,0.76,0.2362945167855553,1,2.7397305842871207,0.2729987126741981,0.0
5,charger_anker_prime_100w,budget_low,20.37,59.99,91,0.57,-1.7424365150303238,0.3395565927654609,0.82,0.05200023057965058,0,,0.8529180643494796,
5,charger_apple_35w_duo,budget_low,20.37,59.0,78,0.723,-1.3920092500712162,0.3452542372881356,0.56,0.1909723706508482,0,,0.6877098086658368,
5,charger_samsung_45w,budget_low,20.37,29.99,82,0.57,0.17390968754798433,0.6792264088029344,0.64,0.2701752738444987,1,3.03472211890161,0.17229563446255675,0.0
